MapUrl,Company Name,Address,Address 2,EmailAddress,Phone Number,Website Link,Rating,Total Reviews,OpeningHours,Image Url,Latitude,Longitude,Plus Code,Category
https://www.google.com/maps/place/Gooey+Digital/@51.2665961;1.1881592;17z/data=!3m1!4b1!4m6!3m5!1s0x47dead9811c00001:0xd2405b903addfad5!8m2!3d51.2665961!4d1.1881592!16s%2Fg%2F11df3xyp28?authuser=0,Gooey Digital,Bramling House; Bramling CT3 1NB; United Kingdom,,nick@gooeydigital.co.uk; holly@gooeydigital.co.uk; alex@gooeydigital.co.uk,+44 1227 455896,gooeydigital.co.uk,5,9 reviews,Tuesday    8:30?am–5:30?pm          Wednesday    8:30?am–5:30?pm          Thursday    8:30?am–5:30?pm          Friday    8:30?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    8:30?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipPVAgzkA410PD0WhFI5sFQvA-KXlv5wk-KOr2M=w408-h271-k-no,51.2665961,1.1881592,758Q+J7 Bramling; Canterbury; UK,Marketing agency
https://www.google.com/maps/place/Dzines+Digital/@51.081102;1.183983;17z/data=!3m1!4b1!4m6!3m5!1s0x47debecf09eeb00b:0xd79ba93eb31c461!8m2!3d51.081102!4d1.183983!16s%2Fg%2F11bzrbsz3r?authuser=0,Dzines Digital,3rd Floor; The Workshop; 32 - 40 Tontine Street; Folkestone CT20 1JU; United Kingdom,,hello@dzines.co.uk; tony@dzines.co.uk,+44 1303 764263,dzines.co.uk,5,33 reviews,Tuesday    10?am–6?pm          Wednesday    10?am–6?pm          Thursday    10?am–6?pm          Friday    10?am–6?pm          Saturday    Closed          Sunday    Closed          Monday    10?am–6?pm,https://lh5.googleusercontent.com/p/AF1QipN01smPEnjBsFsXfHyb6XkQ72v2e9v9Y3_UaAEI=w408-h306-k-no,51.081102,1.183983,35JM+CH Folkestone; United Kingdom,Website designer
https://www.google.com/maps/place/Signature+Image+Consultants+-+Kent+SEO;+Web+Development+%26+Digital+Marketing+Company/@51.2452285;0.5429393;17z/data=!3m1!4b1!4m6!3m5!1s0x47df32340d74f259:0xb25119e932d7442e!8m2!3d51.2452285!4d0.5429393!16s%2Fg%2F1tf5d0f0?authuser=0,Signature Image Consultants - Kent SEO; Web Development &amp; Digital Marketing Company,10 Coverdale Ave; Maidstone ME15 9DR; United Kingdom,,legal@signature.eu.com,+44 1622 744659,signature.eu.com,5,7 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipPoR5sY1lLdSECbYcOsqMcU7JSr-Lv5ziGthojx=w408-h255-k-no,51.2452285,0.5429393,6GWV+35 Maidstone; United Kingdom,Website designer
https://www.google.com/maps/place/Wonderful/@51.2730951;0.5213394;17z/data=!3m1!4b1!4m6!3m5!1s0x47df323b4799298b:0xb39161ec0c692136!8m2!3d51.2730951!4d0.5213394!16s%2Fg%2F1w0sc4cq?authuser=0,Wonderful,V Bar Sunley House; Floor 1 The WonderHub; 14-19 Middle Row; Maidstone ME14 1TG; United Kingdom,,hello@bewonderful.co.uk; website@divi.bewonderful.co.uk; headoffice@bewonderful.co.uk,+44 1622 686228,bewonderful.co.uk,4.9,15 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipPrz7yLtUIywFezIwGRQpfU_VJN7pDQc1nK0aAF=w408-h272-k-no,51.2730951,0.5213394,7GFC+6G Maidstone; United Kingdom,Marketing agency
https://www.google.com/maps/place/HOLO+Digital/@51.3796655;0.358438;17z/data=!3m1!4b1!4m6!3m5!1s0x47d8b571beec10ad:0xe9ac259087f299b5!8m2!3d51.3796655!4d0.358438!16s%2Fg%2F11f288ywcc?authuser=0,HOLO Digital,15 The Pippins; Meopham; Gravesend DA13 0HB; United Kingdom,,laurence@holodigital.co.uk; hello@holodigital.co.uk,+44 20 8123 2182,holodigital.co.uk,4.8,16 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipN-W6vTrc-9IjON5gC0PURwVtdrxETpn9oBmPwK=w630-h240-k-no,51.3796655,0.358438,99H5+V9 Gravesend; United Kingdom,Marketing agency
https://www.google.com/maps/place/TME+Digital+Ltd/@51.2930423;0.4377044;17z/data=!3m1!4b1!4m6!3m5!1s0x47df323ac4d2903b:0xb7f29771fd710447!8m2!3d51.2930423!4d0.4377044!16s%2Fg%2F1tf_ml9_?authuser=0,TME Digital Ltd,The Oast Emr Centre; New Rd; East Malling ME19 6BJ; United Kingdom,,info@tme.digit,+44 800 634 8600,tme.digital,4.7,14 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5:30?pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XLbb_rSU_Gjeg7yJrOMVvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.4161&pitch=0&thumbfov=100,51.2930423,0.4377044,7CVQ+63 East Malling; United Kingdom,Website designer
https://www.google.com/maps/place/Sonet+Digital/@51.278761;1.078173;17z/data=!3m1!4b1!4m6!3m5!1s0x47deca5b72943ec7:0x108ec20b73971c5b!8m2!3d51.278761!4d1.078173!16s%2Fg%2F11gzgdh0j?authuser=0,Sonet Digital,Studio 1; 77 Stour St.; Canterbury CT1 2NR; United Kingdom,,,+44 1227 467988,sonet.digital,5,8 reviews,Tuesday    9?am–6?pm          Wednesday    9?am–6?pm          Thursday    9?am–6?pm          Friday    9?am–6?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–6?pm,https://lh5.googleusercontent.com/p/AF1QipPDLJQ-kpk8CAac7CjD6D8olPyayfCZbGol0M6U=w408-h343-k-no,51.278761,1.078173,73HH+G7 Canterbury; United Kingdom,Internet marketing service
https://www.google.com/maps/place/Project+64/@51.2381568;0.5332731;17z/data=!3m1!4b1!4m6!3m5!1s0x47df322eb162f0a1:0x936991ab4ebd2d0d!8m2!3d51.2381568!4d0.5332731!16s%2Fg%2F1yh9tswsb?authuser=0,Project 64,Honeymellow Springs; Bottlescrew Hill; Boughton Monchelsea; Maidstone ME17 4LY; United Kingdom,,hello@project64.co.uk,+44 1622 826027,project64.co.uk,5,61 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–5:30?pm          Saturday    9?am–5:30?pm          Sunday    9?am–5:30?pm          Monday    9?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipPMEBJMhisAbmNwrTJdLOFVnUbjPywTNvIxa6S6=w427-h240-k-no,51.2381568,0.5332731,6GQM+78 Maidstone; United Kingdom,Marketing agency
https://www.google.com/maps/place/CP+Digital+Marketing+Ltd/@51.2934098;0.3699794;17z/data=!3m1!4b1!4m6!3m5!1s0x47df4a777140c0fd:0xc3e69484633cc1fe!8m2!3d51.2934098!4d0.3699794!16s%2Fg%2F1thg9r84?authuser=0,CP Digital Marketing Ltd,Southlands; Teston Rd; Offham ME19 5PD; United Kingdom,,info@cp-digital.co.uk,+44 7775 680012,cp-digital.co.uk,5,5 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipO3mnSWJ8gMSgmhUG_PThwmVdkl4cb8OHX8Iw9A=w426-h240-k-no,51.2934098,0.3699794,79V9+9X Offham; West Malling; UK,Internet marketing service
https://www.google.com/maps/place/Smoking+Chili+Media/@51.4262207;0.0989605;17z/data=!3m1!4b1!4m6!3m5!1s0x47d8ac015062e7ab:0x890cedac063a946!8m2!3d51.4262207!4d0.0989605!16s%2Fg%2F11c4c1cmjt?authuser=0,Smoking Chili Media,Onega House; 112 Main Rd; Sidcup DA14 6NE; United Kingdom,,info@smokingchilimedia.com,+44 20 3289 5595,smokingchilimedia.com,5,7 reviews,Tuesday    9?am–6?pm          Wednesday    9?am–6?pm          Thursday    9?am–6?pm          Friday    9?am–6?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–6?pm,https://lh5.googleusercontent.com/p/AF1QipOhfzAZ680HkkSi44u4q3e0Dhl34fdV041sYhN1=w408-h408-k-no,51.4262207,0.0989605,C3GX+FH Sidcup; United Kingdom,Internet marketing service
https://www.google.com/maps/place/Johnston+Marketing+Limited/@51.3764436;1.3850975;17z/data=!3m1!4b1!4m6!3m5!1s0x47d95302317d4de7:0x17fb3c29a68a3d1e!8m2!3d51.3764436!4d1.3850975!16s%2Fg%2F11jh4bppbj?authuser=0,Johnston Marketing Limited,3 Nash Ct Rd; Margate CT9 4DJ; United Kingdom,,info@johnston-marketing.co.uk,+44 1843 491229,johnston-marketing.co.uk,5,91 reviews,Tuesday    9?am–6?pm          Wednesday    9?am–6?pm          Thursday    9?am–6?pm          Friday    9?am–6?pm          Saturday    9?am–2?pm          Sunday    Closed          Monday    9?am–6?pm,https://lh5.googleusercontent.com/p/AF1QipOpR3kqsgUGZW3EUfoDdNwZqk8iXKUhr1OI6uEE=w408-h408-k-no,51.3764436,1.3850975,99GP+H2 Margate; United Kingdom,Marketing agency
https://www.google.com/maps/place/Sitewizard+Ltd/@51.2752764;0.5311389;17z/data=!3m1!4b1!4m6!3m5!1s0x47df323b75176c1f:0xecc54aa10be0dcf0!8m2!3d51.2752764!4d0.5311389!16s%2Fg%2F1wnbx92x?authuser=0,Sitewizard Ltd,Lydean House; 30-34 Albion Pl; Maidstone ME14 5DZ; United Kingdom,,enquiries@sitewizard.co.uk; support@sitewizard.co.uk; headofsales@sitewizard.co.uk; info@sitewizard.co.uk,+44 1622 200045,sitewizard.co.uk,4,49 reviews,Tuesday    8:30?am–5?pm          Wednesday    8:30?am–5?pm          Thursday    8:30?am–5?pm          Friday    8:30?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    8:30?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipNadjs4BRBhQWd7X6uhntZLo9Y8h3g4auncYz4k=w408-h306-k-no,51.2752764,0.5311389,7GGJ+4F Maidstone; United Kingdom,Website designer
https://www.google.com/maps/place/RankFresh/@51.1330753;0.2653212;17z/data=!3m1!4b1!4m6!3m5!1s0x47df44326bc4a1ff:0xb4c896404812508a!8m2!3d51.1330753!4d0.2653212!16s%2Fg%2F1hm3rn5xw?authuser=0,RankFresh,29-31 Monson Rd; Tunbridge Wells TN1 1LS; United Kingdom,,nick@rankfresh.com,+44 1892 711175,rankfresh.com,5,9 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=10DhPagMQVGLloQlxFIyEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.98613&pitch=0&thumbfov=100,51.1330753,0.2653212,47M8+64 Tunbridge Wells; United Kingdom,Internet marketing service
https://www.google.com/maps/place/Whitefish+Marketing/@51.0811022;1.1839825;17z/data=!3m1!4b1!4m6!3m5!1s0x47debecf0c738a1d:0xb158a9e789fdde05!8m2!3d51.0811022!4d1.1839825!16s%2Fg%2F1q67djfwg?authuser=0,Whitefish Marketing,The Workshop; 32 - 40 Tontine Street; Folkestone CT20 1JU; United Kingdom,,hello@whitefishmarketing.co.uk,+44 1303 720288,whitefishmarketing.co.uk,5,33 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipOc1pGOBpeKQGD-O_Ff5Rlf1RNr1zw3Vm58NrFx=w424-h240-k-no,51.0811022,1.1839825,35JM+CH Folkestone; United Kingdom,Internet marketing service
https://www.google.com/maps/place/Clockwork+Moggy/@51.382634;0.517884;17z/data=!3m1!4b1!4m6!3m5!1s0x47df2d2c85cdc4a9:0x3940e6a6b0423956!8m2!3d51.382634!4d0.517884!16s%2Fg%2F1w0h6sy0?authuser=0,Clockwork Moggy,Clockwork Moggy; Dragon Coworking; 7-8 New Rd Ave; Rochester; Chatham ME4 6BB; United Kingdom,,,+44 20 7550 9350,clockworkmoggy.com,5,28 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipMmoK17ByEfHB3U99y1ch8SzUYufN7I5eaf3U72=w408-h408-k-no,51.382634,0.517884,9GM9+35 Chatham; United Kingdom,Marketing agency
https://www.google.com/maps/place/Sleeping+Giant+Media/@51.0794786;1.1699223;17z/data=!3m1!4b1!4m6!3m5!1s0x47debed81d8e28db:0xc7b3286d79d095b7!8m2!3d51.0794786!4d1.1699223!16s%2Fg%2F12hrpjyrx?authuser=0,Sleeping Giant Media,Top Floor The Civic Centre; Castle Hill Ave; Folkestone CT20 2QY; United Kingdom,,danny.w@sleepinggiantmedia.co.uk; hello@sleepinggiantmedia.co.uk; nell@sleepinggiantmedia.co.uk,+44 1303 240715,sleepinggiantmedia.co.uk,4.5,11 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipOTZKu6n1xD4s0rGnYHy802mGiFJ08j2cbxB8a6=w408-h288-k-no,51.0794786,1.1699223,35H9+QX Folkestone; United Kingdom,Internet marketing service
https://www.google.com/maps/place/YONET+Web+Design/@51.2604611;0.5621039;17z/data=!3m1!4b1!4m6!3m5!1s0x487610cf9955c7b1:0xb4c1ec53ea29c5ad!8m2!3d51.2604611!4d0.5621039!16s%2Fg%2F1tj95xf1?authuser=0,YONET Web Design,33 Reinden Grove; Downswood; Maidstone ME15 8TH; United Kingdom,,hello@yonet.co.uk; info@yonet.co.uk,+44 7411 090318,yonet.co.uk,5,47 reviews,Tuesday    9?am–7?pm          Wednesday    9?am–7?pm          Thursday    9?am–7?pm          Friday    9?am–7?pm          Saturday    11?am–3?pm          Sunday    Closed          Monday    9?am–7?pm,https://lh5.googleusercontent.com/p/AF1QipPfZlvNXZT_QH1ucNfyedGCFYLy75jB5xxZz8zc=w426-h240-k-no,51.2604611,0.5621039,7H66+5R Maidstone; United Kingdom,Website designer
https://www.google.com/maps/place/Minerva+Creative/@51.2756539;0.519478;17z/data=!3m1!4b1!4m6!3m5!1s0x47df2947a9df736b:0xfc56564818c42036!8m2!3d51.2756539!4d0.519478!16s%2Fg%2F11fx7v48s3?authuser=0,Minerva Creative,Suite M2; The Old Library; St Faith's St; Maidstone ME14 1LH; United Kingdom,,info@minervacreative.co.uk,+44 800 180 4085,minervacreative.co.uk,5,5 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipOrvfTdJqjlkRLQhpiHA50TKpl3KkZhSHmogRWd=w426-h240-k-no,51.2756539,0.519478,7GG9+7Q Maidstone; United Kingdom,Internet marketing service
https://www.google.com/maps/place/Think+Studio/@51.2667021;1.188264;17z/data=!3m1!4b1!4m6!3m5!1s0x47decbca73c8b713:0x1d5bb2e461175569!8m2!3d51.2667021!4d1.188264!16s%2Fg%2F1tctdwv8?authuser=0,Think Studio,Bramling House; Bramling; Canterbury CT3 1NB; United Kingdom,,info@think.studi,+44 1227 808040,think.studio,5,24 reviews,Tuesday    8:30?am–5:30?pm          Wednesday    8:30?am–5:30?pm          Thursday    8:30?am–5:30?pm          Friday    8:30?am–5:30?pm          Saturday    Closed          Sunday    Closed          Monday    8:30?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipNHu1ulSVWyFjR5uC1wiBN2q_nBMLNMQUAyWkLF=w480-h240-k-no,51.2667021,1.188264,758Q+M8 Canterbury; United Kingdom,Marketing agency
https://www.google.com/maps/place/Esabi/@51.2920943;1.0646226;17z/data=!3m1!4b1!4m6!3m5!1s0x47decba37e86b0db:0xe58c37df7c27534a!8m2!3d51.2920943!4d1.0646226!16s%2Fg%2F1pzrqf_sx?authuser=0,Esabi,Canterbury Innovation Centre; University Rd; Canterbury CT2 7FG; United Kingdom,,,+44 1227 806214,esabi.co.uk,5,5 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipOS3fFpxvxycIycAbAjSGOczvRNwCyNlw5YBRQ=w408-h252-k-no,51.2920943,1.0646226,73R7+RR Canterbury; United Kingdom,Internet marketing service
https://www.google.com/maps/place/I+Do+Marketing+Ltd/@51.2921395;1.0646273;17z/data=!3m1!4b1!4m6!3m5!1s0x47deca8f63add6d7:0xb54cf9f1e7bb7cb6!8m2!3d51.2921395!4d1.0646273!16s%2Fg%2F11c37l37gp?authuser=0,I Do Marketing Ltd,Canterbury Innovation Centre; University Rd; Canterbury CT2 7FG; United Kingdom,,hello@idomarketing.co.uk; lydia@idomarketing.co.uk; suzanne@idomarketing.co.uk,+44 1227 200585,idomarketing.co.uk,4.9,41 reviews,Tuesday    9?am–5?pm          Wednesday    9?am–5?pm          Thursday    9?am–5?pm          Friday    9?am–5?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5?pm,https://lh5.googleusercontent.com/p/AF1QipPtA5TQSVq2no7C53uOQHr7N5sXApw3bBhNsdu2=w426-h240-k-no,51.2921395,1.0646273,73R7+VV Canterbury; United Kingdom,Marketing agency
https://www.google.com/maps/place/Patch+Marketing/@51.1373661;0.2671468;17z/data=!3m1!4b1!4m6!3m5!1s0x48761b51ee2343ab:0x170797dd3f081ac7!8m2!3d51.1373661!4d0.2671468!16s%2Fg%2F11cs04lrjy?authuser=0,Patch Marketing,The Warehouse; Hill St; Tunbridge Wells TN1 2BY; United Kingdom,,info@patch.marke,+44 20 7952 1740,patch.marketing,5,8 reviews,Tuesday    9?am–5:30?pm          Wednesday    9?am–5:30?pm          Thursday    9?am–5:30?pm          Friday    9?am–1?pm          Saturday    Closed          Sunday    Closed          Monday    9?am–5:30?pm,https://lh5.googleusercontent.com/p/AF1QipPX2lGxUKLYkk_oV1r5etf0NpXEHNY0iidSZkV3=w408-h342-k-no,51.1373661,0.2671468,47P8+WV Tunbridge Wells; United Kingdom,Marketing agency
